skill_name,processing_ids
"typescript","556e385c-6342-4b97-9809-c06228998fc0,866b1018-e49a-48b0-adf5-18f0104febf2,98ddbbc4-c00e-42fc-a841-c9a8671d0287,309b9443-62a2-432c-90ad-ae3a98d308d4"
"graphics","40300f61-8a60-4160-bf06-371bd27c2b8c,0c0aa41b-bb06-4ae1-8fc5-7722e4512d8e,0c0aa41b-bb06-4ae1-8fc5-7722e4512d8e"
"dashboards","40300f61-8a60-4160-bf06-371bd27c2b8c,0c0aa41b-bb06-4ae1-8fc5-7722e4512d8e,648a1284-c896-456a-9163-8c441c5609cf,601eb08b-c57e-43a2-ac3c-ffe121b3f834,d5c4a2ae-662c-468a-9702-634e7f3dc750"
"service creation","4b72920b-eeb5-4bc7-a005-ec49f80e1484,5bb21820-a9ef-4bc7-9089-0d1010c769fa,da459ec3-f3ea-49a4-b5a9-b6778e4e55df,f073e34f-938c-4024-b620-29de9105702f,eae109d2-8434-43d6-b3b0-db2b8e5f331e"
"people-centric mindset","4b72920b-eeb5-4bc7-a005-ec49f80e1484,0bec251b-1af7-4160-8036-37acc1398962,0390f232-631a-4cee-88cc-aeb1785722d9,9499f17f-9d79-48e7-ad4c-546b601dbfd5"
"hr tools","4b72920b-eeb5-4bc7-a005-ec49f80e1484,bc20f145-4f69-4d42-b727-19d4dad60e68"
"adoption of new ways of working","4b72920b-eeb5-4bc7-a005-ec49f80e1484,bd0f4792-8e93-482e-87da-f44c932d2f7d"
"data protection standards","4b72920b-eeb5-4bc7-a005-ec49f80e1484,a74c1531-7d09-4ce7-9b28-a660cd237800,f42237a5-64f4-4a02-9a50-98ae08111082,d427204f-994e-46cd-8a44-f3e33758122e,a3d47b64-05a0-4089-bd88-d4641fb2e663"
"hr operations","4b72920b-eeb5-4bc7-a005-ec49f80e1484,9bad4775-59bb-48fd-b74c-2604fce8f90d,d69c8502-b05c-4454-b068-ccd6304847eb,bc20f145-4f69-4d42-b727-19d4dad60e68,9840e9d0-130c-40d6-995c-d58e1af987dd"
"hr business partnering","4b72920b-eeb5-4bc7-a005-ec49f80e1484,b17fb811-14ac-4f9b-9f16-199ddd8658fd,9840e9d0-130c-40d6-995c-d58e1af987dd,9bad4775-59bb-48fd-b74c-2604fce8f90d"
"engaging with people","b17fb811-14ac-4f9b-9f16-199ddd8658fd,e9b28f4c-8819-492e-ac8c-9ea9fe686839"
"developing new initiatives","b17fb811-14ac-4f9b-9f16-199ddd8658fd,59341c37-52d0-4603-abfb-9f2cc3a4ed6b"
"inclusion and diversity","b17fb811-14ac-4f9b-9f16-199ddd8658fd,01c8a590-6a05-477d-84cf-58609ccf6729"
"process definition","b17fb811-14ac-4f9b-9f16-199ddd8658fd,307bbd4f-a7a1-4f9c-a40a-688a93723a62"
"policy definition","b17fb811-14ac-4f9b-9f16-199ddd8658fd,ea4318c4-abe8-4c4b-b5ae-c0f8bbffea7c"
"implementation support","b17fb811-14ac-4f9b-9f16-199ddd8658fd,eb941e10-e3db-4869-bdeb-ab94263c4504,3529c7b7-548a-48cd-8e99-7832b33984f8,3c2c769e-ba48-45d4-82f4-b510d2e8c154"
"prioritisation of tasks","b17fb811-14ac-4f9b-9f16-199ddd8658fd,272c464d-456d-4f60-a38e-ba233ba71ce6,d566e406-686e-49d3-944f-640c4e5ccb34"
"hr processes","b17fb811-14ac-4f9b-9f16-199ddd8658fd,4f7a4115-a70f-476b-8c92-93221d325440,994d1f57-c92f-4efb-9ecf-03d4946f8ee9,bb92762d-a229-4e30-919b-2785ccde7e8c,9499f17f-9d79-48e7-ad4c-546b601dbfd5"
"ways of working","b17fb811-14ac-4f9b-9f16-199ddd8658fd,cbebfe39-fca3-46b9-9df5-91e06f491316,11899890-350c-4581-b1ba-cde0f50db634,7781141b-b76a-45e4-a278-8e374d2d5571"
"data interpretation and analysis","b17fb811-14ac-4f9b-9f16-199ddd8658fd,aa22055a-c836-4a03-823e-32437057a002"
"ata spec42 standard","30e8702d-3891-4f95-86f5-4cea2fa0d909,30e8702d-3891-4f95-86f5-4cea2fa0d909"
"aerospace requirements","30e8702d-3891-4f95-86f5-4cea2fa0d909,4e653220-b40b-41bd-9ab5-53e862a296a6"
"cyber security awareness","30e8702d-3891-4f95-86f5-4cea2fa0d909,752615cb-66f1-4c7e-bc45-dda05286c6d5,ed82289c-4694-4d5f-a043-f2beb9082d2f"
"payload design","ccc3a254-a4be-4d05-9153-e85c15b9817b,307bbd4f-a7a1-4f9c-a40a-688a93723a62,307bbd4f-a7a1-4f9c-a40a-688a93723a62,4e1c2ebc-3855-4f6c-bd9b-a6f84dce0e7a"
"systems design engineering","ccc3a254-a4be-4d05-9153-e85c15b9817b,240b03ec-3c4b-4510-be3e-5f2eca01faa6,f91a1879-1fce-4a59-8c9e-5a67684d1d7a"
"model philosophy","ccc3a254-a4be-4d05-9153-e85c15b9817b,2c9a8248-80f3-4bb9-b86d-dfc8d00276f5,5ac24f26-ffdb-41fa-9417-29c75122d182"
"assembly, integration & verification planning","ccc3a254-a4be-4d05-9153-e85c15b9817b,18deac5f-dc77-47e8-a2b5-401062f2dcb0,136e6b54-bdde-434c-99c5-813cb93540ba,780352b1-c249-485e-ae7d-80acc23e73ba,6b15f015-b94e-462b-a937-e472dddd19cf"
"technical solution development","ccc3a254-a4be-4d05-9153-e85c15b9817b,90bef000-a2fc-42ea-81a3-94a26bf534b3,5b925aa1-bba0-4c69-b142-b08acb2003e4,a07a2510-103c-4133-8472-77dd2677f925"
"requirement specifications management","ccc3a254-a4be-4d05-9153-e85c15b9817b,4549b094-0527-49d8-b8f1-a1977a0c6cf1,48284083-a6f7-47fb-9337-383bc4871bc0"
"hardware (electronic)","ccc3a254-a4be-4d05-9153-e85c15b9817b,307bbd4f-a7a1-4f9c-a40a-688a93723a62"
"multidisciplinary systems environment","ccc3a254-a4be-4d05-9153-e85c15b9817b,d5c4a2ae-662c-468a-9702-634e7f3dc750"
"multi-program knowledge","e9b28f4c-8819-492e-ac8c-9ea9fe686839,c053b021-182a-419e-8c59-f5522b810106"
"systems architecture","e9b28f4c-8819-492e-ac8c-9ea9fe686839,ed82289c-4694-4d5f-a043-f2beb9082d2f,a2ce2fdb-fab4-4bec-b85d-c24932424143"
"installation trials","e9b28f4c-8819-492e-ac8c-9ea9fe686839,29098609-0db6-4ad2-8eeb-68ecc3140e07,29098609-0db6-4ad2-8eeb-68ecc3140e07"
"microsoft suite","e9b28f4c-8819-492e-ac8c-9ea9fe686839,fc5f8224-f994-4601-a839-112a4e8b457c,7117806c-82a5-45ce-b1ce-8dfadb3961e3,4c0a67c9-a006-4f94-8766-94966742d112,bc20f145-4f69-4d42-b727-19d4dad60e68"
"technical analysis","e9b28f4c-8819-492e-ac8c-9ea9fe686839,e32a8e09-99ad-4c27-895b-9f48e7152112,8a671f13-6b18-4510-9ab4-747e3fff76f9,9328574e-6807-4464-8086-11e65d5ab02e,445b942d-48cd-4ad4-a5f2-bc192d113f71"
"integrity awareness","e9b28f4c-8819-492e-ac8c-9ea9fe686839,1b64b2a0-4dc6-421e-96d6-640b358b52cc,5e7415cd-581a-4783-9437-5122396fe683"
"environmental field","7dfc17b0-4d49-4540-b7aa-9bf84bff96cd,14c761fb-711f-4d92-ac6f-614c924531cd,53143b4c-f9a7-4fb7-a3a0-4403ad10ee76,d16f6d62-28b4-41b6-9be3-b873c91621a3"
"graphics skills","7dfc17b0-4d49-4540-b7aa-9bf84bff96cd,267f8880-193f-4110-a072-f566052f9a25"
"media event management","b1954c85-cebe-486d-9a1f-7d2cbb016ce2,1b64b2a0-4dc6-421e-96d6-640b358b52cc,cf0cd90a-f0dd-4293-a1a1-f48814c84cfc,a7c58246-7605-4c26-af01-dd27cf5d09ff,4f242f8a-0bc3-45f6-a0d0-ab2649601095"
"conference planning","b1954c85-cebe-486d-9a1f-7d2cbb016ce2,c5e21643-bacf-475a-872e-a35ac38bf561"
"creative resource development","b1954c85-cebe-486d-9a1f-7d2cbb016ce2,f0f60d1b-8eb0-4cc0-9c38-e20329d24665"
"cost-effective planning","b1954c85-cebe-486d-9a1f-7d2cbb016ce2,272c464d-456d-4f60-a38e-ba233ba71ce6,3229c1c9-1489-4173-a0c4-65b29d819b84"
"guideline creation","b1954c85-cebe-486d-9a1f-7d2cbb016ce2,19452975-3df0-4177-8db9-71790b38fe6e"
"reactive maintenance","fe20da07-10ce-4a15-bb10-6caf14d81057,75d07dce-3ecb-4bb9-9106-f065725b0eb6"
"technical engineering skills","fe20da07-10ce-4a15-bb10-6caf14d81057,ed06022c-3826-4c9f-bcb4-ce139ff9617b"
"asset strategy development","fe20da07-10ce-4a15-bb10-6caf14d81057,afe72873-0530-43c8-9ba2-fd8e463231d6"
"system analysis","fe20da07-10ce-4a15-bb10-6caf14d81057,1478f427-7a65-430b-96a0-98b3bc603625,2d0ee7f7-8b51-4d81-b90a-b395b2fe2ff5"
"maintenance management","fe20da07-10ce-4a15-bb10-6caf14d81057,e945f788-60ba-4c81-aa33-ebf8e902232a"
"investment planning","fe20da07-10ce-4a15-bb10-6caf14d81057,77a39925-2922-48c0-b2c7-54c4273cc8ca,7b3c9bfd-2216-47a0-bb35-d93b32cebf8d"
"workplace improvement","c05e1f64-4629-44ed-80ec-3dc5d54fb7a4,94b90e9e-3862-4ad9-8aa2-b265a487e263,a968509e-4f85-4ed9-98ab-cebc7b7999ea,15b4722c-74e5-4d0d-9511-e92646871bbd"
"cima qualifications","72862d05-9f34-4e92-bfb0-b36f206b2bcc,562c1bbf-4629-4142-a0d3-4df885e03fc4"
"financial modeling","72862d05-9f34-4e92-bfb0-b36f206b2bcc,4f9528b0-ca16-4009-9dc3-fd4961c8cb32,6556b570-4813-432f-8543-01a2a07e2200,fed9ebd1-049a-4b43-b5a4-e9f798475235,4147f625-d128-409e-8dec-47f174ab933c,28e65ba4-cdf3-4be0-a321-650991f20a0e"
"journals","72862d05-9f34-4e92-bfb0-b36f206b2bcc,26335ac0-4b73-488d-b783-9e02858f360b,66880795-272f-4a70-bcb7-e10d9849ef61,55cc02da-5ec9-44ac-8127-0d9452d43067,e2e41a1e-d846-4c94-9003-321463ca1153"
"financial concepts","72862d05-9f34-4e92-bfb0-b36f206b2bcc,72862d05-9f34-4e92-bfb0-b36f206b2bcc,1a91f58f-b528-40cd-8765-0b642443a927"
"minute taking","b3024c11-7a90-4ade-bc02-c7daa6ce3af8,01191aa9-509a-4d16-8f04-fd1d98f3e844,58631445-15c2-440b-9db5-55d9f670cc09,f894d0d4-d887-4cd5-9dda-ecae6ac34a74,59341c37-52d0-4603-abfb-9f2cc3a4ed6b"
"partnership development","b3024c11-7a90-4ade-bc02-c7daa6ce3af8,904697db-4899-48b9-ba37-504b393754e3"
"employee recognition","1b64b2a0-4dc6-421e-96d6-640b358b52cc,95b65da7-3163-4155-96b5-35652d0218cd,cf575ae4-4fc5-45ad-9c94-f3e2309ae2b2,fb324f75-7a0c-40c1-bab9-2b5ac46ac431,0d4cf3ad-963f-4140-88f9-0c4e710762f3"
"awareness raising","1b64b2a0-4dc6-421e-96d6-640b358b52cc,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd,af674c63-0fb0-4c71-a4d1-86727237d9d4,18327cb8-0c87-43c6-a664-582570043d8b"
"initiative taking","1b64b2a0-4dc6-421e-96d6-640b358b52cc,4b9d78fb-196d-4720-899d-70efa337cfe6,342c0b0a-8d02-4a89-a4bd-4a8cd1c63f8a,054f589c-0c78-4f64-b90a-166015578b42"
"mgse manufacturing","7d51a6c3-51dd-435c-9224-b911e2a8c482,6ac4661c-a1ac-4939-b2e7-150d7c5bcddb"
"industrial means understanding","7d51a6c3-51dd-435c-9224-b911e2a8c482,7d51a6c3-51dd-435c-9224-b911e2a8c482"
"designing","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,10d9a383-428a-43d9-a2e7-8176e8ea6ffd,1478f427-7a65-430b-96a0-98b3bc603625"
"building","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,b7673e29-21a4-4097-9cb1-5136d55a3643"
"system performance analysis","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,064428e3-200f-4ba6-a4b9-0da9a0aca347"
"test mean development","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,ba60f641-5e77-4b86-9f8e-b267155d1016,908746d6-6e76-4e7c-a510-c4ac78ba2980"
"commissioning for new test rigs","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,b98ae451-803a-4448-9c91-bf0bb4994039,79885bda-33f3-4222-a96b-5f705cd224a6"
"functional integration testing","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,4549b094-0527-49d8-b8f1-a1977a0c6cf1"
"system testing","d6ec14ff-d3f1-4fdf-8416-7506d84943ef,7d6b38e1-5341-4e13-9286-32d06102caaf"
"a320 production line","6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,542287fe-7ccf-4b51-a95c-6c5881295499"
"value stream analysis","6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,740c3ff5-c692-47a5-a549-19a87d85cc86,94b90e9e-3862-4ad9-8aa2-b265a487e263,a968509e-4f85-4ed9-98ab-cebc7b7999ea,15b4722c-74e5-4d0d-9511-e92646871bbd"
"lean business practices","6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,46c465aa-352e-419d-8c73-32332babaef8,5e671261-6064-43b2-9328-f37ab30d31e6"
"lean management","6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,8ae3e800-38b3-46a6-b791-9e9e47283723"
"commitment delivery","6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,c60ad063-17b3-4b19-97ec-54659be93d62,feda963a-5099-4e40-89b4-16d7cb20513d"
"challenging status quo","6ac4661c-a1ac-4939-b2e7-150d7c5bcddb,375acc9c-3421-47cd-9273-954e36b153e7,a0c9a042-559b-496b-8d3d-240ea4451b91"
"qualification testing","0ab78c30-c014-4fd1-acf8-93296e506580,04c01292-663f-406d-aaf4-03cb64e39389,f9eb7978-ee0a-42cf-814d-a16c0f63e301"
"interfacing with stakeholders","0ab78c30-c014-4fd1-acf8-93296e506580,e1a3d165-3838-43c9-a751-2d6d053aa027,29698c68-2671-4618-945b-8d51219a7f69,cf286187-0a53-4d26-99c8-093de35b8133"
"non-metallic material properties","0ab78c30-c014-4fd1-acf8-93296e506580,04c01292-663f-406d-aaf4-03cb64e39389"
"selection of spacecraft materials","0ab78c30-c014-4fd1-acf8-93296e506580,0ab78c30-c014-4fd1-acf8-93296e506580,0ab78c30-c014-4fd1-acf8-93296e506580,0ab78c30-c014-4fd1-acf8-93296e506580,0ab78c30-c014-4fd1-acf8-93296e506580"
"researching new materials","0ab78c30-c014-4fd1-acf8-93296e506580,a47ff618-25d7-41db-9ef4-c500a8f7ab58"
"testing solutions","04c01292-663f-406d-aaf4-03cb64e39389,e3ece570-6721-447d-8532-4273c1f5c328,c2ee3f8a-bd90-46ac-a3d6-663627240d87,a07a2510-103c-4133-8472-77dd2677f925"
"goods receipt testing","04c01292-663f-406d-aaf4-03cb64e39389,4f242f8a-0bc3-45f6-a0d0-ab2649601095,f3d501be-be1d-4046-87f3-06eec35cd22d"
"materials performance","04c01292-663f-406d-aaf4-03cb64e39389,ea7e1d31-2230-4882-8b11-569c6071f73b,743773b2-2292-4cfa-ba53-e045f86edcb7,d974c19d-9beb-4d32-b8a4-8e6c26d67b98"
"materials laboratory testing","04c01292-663f-406d-aaf4-03cb64e39389,a47ff618-25d7-41db-9ef4-c500a8f7ab58,f9eb7978-ee0a-42cf-814d-a16c0f63e301,0a49e0a6-5043-4b38-90e4-99a47405b5a8,9e59e12a-c4b0-4be5-b0e9-24385e92feb6"
"sem","04c01292-663f-406d-aaf4-03cb64e39389,95b65da7-3163-4155-96b5-35652d0218cd,5ec92163-604e-43de-9ff3-4a79bf55df54"
"optical microscopy","04c01292-663f-406d-aaf4-03cb64e39389,d5c4a2ae-662c-468a-9702-634e7f3dc750,5e47a612-4136-4c04-88e8-4367c286b067"
"mechanical testing","04c01292-663f-406d-aaf4-03cb64e39389,f9eb7978-ee0a-42cf-814d-a16c0f63e301,7755eafd-c63e-496d-ae13-edfa2ba853b0,cf575ae4-4fc5-45ad-9c94-f3e2309ae2b2,35956128-6d71-42af-98d3-ce9b58edee5f"
"spacecraft materials engineering","04c01292-663f-406d-aaf4-03cb64e39389,5e7415cd-581a-4783-9437-5122396fe683"
"accident reduction","eb941e10-e3db-4869-bdeb-ab94263c4504,3529c7b7-548a-48cd-8e99-7832b33984f8,5e73ce44-a79a-444f-8d96-b2e8a0f35f04,e5f07ae5-a1d4-452e-b0c6-554b0841cd4f"
"implementation of h&s improvement actions","eb941e10-e3db-4869-bdeb-ab94263c4504,3529c7b7-548a-48cd-8e99-7832b33984f8"
"leading strategic improvement projects","eb941e10-e3db-4869-bdeb-ab94263c4504,3529c7b7-548a-48cd-8e99-7832b33984f8"
"risk-taking","eb941e10-e3db-4869-bdeb-ab94263c4504,3529c7b7-548a-48cd-8e99-7832b33984f8"
"health and safety processes","3529c7b7-548a-48cd-8e99-7832b33984f8,740c3ff5-c692-47a5-a549-19a87d85cc86,573d864e-42cb-463b-a337-639907a4603e,54b4d596-aef6-42cb-8c23-bcde8873dd50"
"operational excellence system (oes)","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"collaboration with product owners","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"lean improvement projects","af674c63-0fb0-4c71-a4d1-86727237d9d4,d444096f-d371-4c88-b146-3ac3d4041957,b83e19da-0550-434e-a991-dacbe1203a3e,15b4722c-74e5-4d0d-9511-e92646871bbd,44cb2dbf-152a-41db-b1dc-ffb351d6efee"
"value stream mapping (vsm)","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd,50ebf759-3589-4fa1-b01a-1a26befeaa00,ff1921ab-f789-41e0-addd-b070fb7efe95"
"flow analysis","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"lean mait processes","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"standardisation","af674c63-0fb0-4c71-a4d1-86727237d9d4,5e47a612-4136-4c04-88e8-4367c286b067,87f87ac6-ea8e-42d8-82a9-fb275eae7baa"
"lean education","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"radio frequency engineering","af674c63-0fb0-4c71-a4d1-86727237d9d4,4e1c2ebc-3855-4f6c-bd9b-a6f84dce0e7a,b98ae451-803a-4448-9c91-bf0bb4994039,307bbd4f-a7a1-4f9c-a40a-688a93723a62"
"practical problem solving (pps)","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd,601eb08b-c57e-43a2-ac3c-ffe121b3f834,5088b3aa-d3fd-44db-a8d6-066f42d0e5b0"
"kaizen workshops","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"inventiveness","af674c63-0fb0-4c71-a4d1-86727237d9d4,ebe4c23c-3df0-45eb-bd9e-1a4f7bb08fbd"
"entrepreneurial mindset","af674c63-0fb0-4c71-a4d1-86727237d9d4,309b9443-62a2-432c-90ad-ae3a98d308d4"
"plant performance data analytics","5088b3aa-d3fd-44db-a8d6-066f42d0e5b0,acc5748f-a6ee-4e13-aaff-2802d238fea7,904697db-4899-48b9-ba37-504b393754e3"
"performance dashboard creation","5088b3aa-d3fd-44db-a8d6-066f42d0e5b0,014cb5bd-7bec-4110-a90a-ca36fcaddf5c"
"creative solutions","5088b3aa-d3fd-44db-a8d6-066f42d0e5b0,8c4b882a-b91c-4c3a-8a5c-153b37389f9a"
"strategic analysis","a91d08f9-9e17-4b28-a31b-cd0e5074f203,e49af08b-5e0b-4091-80f4-0600c86ae7a3,4438dbbc-4693-40f5-912b-f4aeaf66f57b"
"non-conformance management","601eb08b-c57e-43a2-ac3c-ffe121b3f834,5f620531-cbbf-44d8-9049-d8cc98c67f9b,621f4557-7c95-4df8-8986-8415d4bcd7b3"
"inspection activities","601eb08b-c57e-43a2-ac3c-ffe121b3f834,ea3f2b9d-1f14-4880-a993-5b96076c7709"
"international working environment","601eb08b-c57e-43a2-ac3c-ffe121b3f834,01faf145-1c7f-4e64-b5a3-287cad0c63e4,dbebe324-4b2a-42b0-b448-9dd9646c99dc"
"problem solving tools","601eb08b-c57e-43a2-ac3c-ffe121b3f834,cb817300-6bc0-4019-9908-b46e616d629a,7755eafd-c63e-496d-ae13-edfa2ba853b0"
"pfmea","601eb08b-c57e-43a2-ac3c-ffe121b3f834,443ee2e2-7e69-48b0-99fc-575c43a7590e,cd51419e-be40-41ed-bfda-f96a007ffc24"
"objective management","601eb08b-c57e-43a2-ac3c-ffe121b3f834,267f8880-193f-4110-a072-f566052f9a25,abd50555-cd6c-4a36-8437-2d854ba4a8e6"
"synergies","a5ce2b48-e61a-4719-9f06-4037a489675e,4e653220-b40b-41bd-9ab5-53e862a296a6"
"performance indicators","a5ce2b48-e61a-4719-9f06-4037a489675e,a35a32ad-150c-4a01-81f1-dd6e64e8fcd0"
"aircraft programmes","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,863116e2-3b09-429e-b897-b3f2009d538f"
"simulations","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,4e1c2ebc-3855-4f6c-bd9b-a6f84dce0e7a"
"industrialisation","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,5e7415cd-581a-4783-9437-5122396fe683,12b5e5e9-206d-4e9e-9836-85488df6ce13,0df73b5e-7545-4dbe-af7d-4ec18f58dbf2"
"solution creation","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,26922950-9eb5-4b83-a148-996c262c9346,bd0f4792-8e93-482e-87da-f44c932d2f7d"
"predictive maintenance algorithms","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,ca4c5fcb-8428-40d2-97c4-cceff92c056f,7755eafd-c63e-496d-ae13-edfa2ba853b0"
"big data platform","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,7d6b38e1-5341-4e13-9286-32d06102caaf"
"requirements definition","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,d5aa8123-8ec8-494b-ba8d-707faf9813e7,562a954c-88e1-4a83-9071-b08ee69a6503"
"stress evaluation","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,df03870c-fa85-4621-bca8-1658a5b25947"
"catia","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,542287fe-7ccf-4b51-a95c-6c5881295499,f9749cfb-ce8c-4e2a-8262-c3174f8df9b2,a9355153-d0ba-4983-95b4-179c30a77370,ed06022c-3826-4c9f-bcb4-ce139ff9617b,787a3246-7d15-4aab-9a66-ae857c21211a,cb817300-6bc0-4019-9908-b46e616d629a"
"matlab simulink","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,542287fe-7ccf-4b51-a95c-6c5881295499,6b15f015-b94e-462b-a937-e472dddd19cf,136e6b54-bdde-434c-99c5-813cb93540ba,18deac5f-dc77-47e8-a2b5-401062f2dcb0"
"fluent","9de694bb-d0ad-45fa-b847-08e3cd7b2e5a,542287fe-7ccf-4b51-a95c-6c5881295499,10f0c446-8cca-4fda-9155-3798540bdf38,87b8e0a5-e197-490a-af98-df4447c7de75,90e6b1a8-b613-4967-8e01-a6796d09e176"
"assembly technology","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,f996d087-451d-43a8-bef6-37ba6bc67968,dc274e66-5495-4a4e-97d7-625539957fc3,fedfb68d-2875-44ef-8792-7a24361d385c"
"surface technology","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,ba60f641-5e77-4b86-9f8e-b267155d1016,0a49e0a6-5043-4b38-90e4-99a47405b5a8"
"materials expertise","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,0a49e0a6-5043-4b38-90e4-99a47405b5a8,6e832ed2-c1bf-4342-967a-43d0ecff9ee8,4e5568cd-9ae0-41c2-9d78-36a17204ad71,ae8135de-9726-4590-a989-dbbbdaf6db0e"
"aircraft in-service","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,0a49e0a6-5043-4b38-90e4-99a47405b5a8"
"technical ability","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,f91a1879-1fce-4a59-8c9e-5a67684d1d7a,9c48532e-0574-4851-a037-7ce429a927d7"
"self motivation","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,0a49e0a6-5043-4b38-90e4-99a47405b5a8,ea4318c4-abe8-4c4b-b5ae-c0f8bbffea7c,4549b094-0527-49d8-b8f1-a1977a0c6cf1,cb5b4aac-6d6c-403a-b411-343b5792ebbe"
"engineering (aerospace, mechanical, chemical)","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,fc4239b6-95b4-40d1-b42f-727e5c8495fc,08bed114-8716-4a31-840e-96799d536abf,150a6480-e119-4f80-863f-03b98299a87b,35956128-6d71-42af-98d3-ce9b58edee5f"
"science (chemistry, physics, materials science)","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,72afa9cb-4ed5-4ae3-b600-5a97316842ed,c7879568-0bec-4893-b7ad-0fe7a6bf0547"
"properties of metals and composites","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,0a49e0a6-5043-4b38-90e4-99a47405b5a8"
"understanding of aircraft wing structure","9e59e12a-c4b0-4be5-b0e9-24385e92feb6,4f7ac42a-5bb5-4b48-a5a5-f47e7a3ff34a,4f7ac42a-5bb5-4b48-a5a5-f47e7a3ff34a"
"analytics laboratories","0a49e0a6-5043-4b38-90e4-99a47405b5a8,cbebfe39-fca3-46b9-9df5-91e06f491316"
"component analysis","0a49e0a6-5043-4b38-90e4-99a47405b5a8,12b5e5e9-206d-4e9e-9836-85488df6ce13,3db6ba24-10b1-4ccf-9552-b06c3304df85,15b4722c-74e5-4d0d-9511-e92646871bbd"
"new fuels test benches","4e653220-b40b-41bd-9ab5-53e862a296a6,4e653220-b40b-41bd-9ab5-53e862a296a6,562a954c-88e1-4a83-9071-b08ee69a6503"
"flight test analysis","4e653220-b40b-41bd-9ab5-53e862a296a6,7d6b38e1-5341-4e13-9286-32d06102caaf,7d6b38e1-5341-4e13-9286-32d06102caaf,7d6b38e1-5341-4e13-9286-32d06102caaf"
"system computers","4e653220-b40b-41bd-9ab5-53e862a296a6,ed82289c-4694-4d5f-a043-f2beb9082d2f,fedfb68d-2875-44ef-8792-7a24361d385c,c3ab9319-1e5e-4a13-a111-523d63278139"
"agile test methods","4e653220-b40b-41bd-9ab5-53e862a296a6,7d6b38e1-5341-4e13-9286-32d06102caaf"
"rig testing","4e653220-b40b-41bd-9ab5-53e862a296a6,4e653220-b40b-41bd-9ab5-53e862a296a6"
"test requirements definition","4e653220-b40b-41bd-9ab5-53e862a296a6,908746d6-6e76-4e7c-a510-c4ac78ba2980,77a1807f-9725-43c2-8461-6c21c5405d5b"
"test benches validation","4e653220-b40b-41bd-9ab5-53e862a296a6,7d6b38e1-5341-4e13-9286-32d06102caaf,35956128-6d71-42af-98d3-ce9b58edee5f,ca116b7f-712c-446e-8acd-66c49f5cf346"
"in-service investigation","4e653220-b40b-41bd-9ab5-53e862a296a6,7d6b38e1-5341-4e13-9286-32d06102caaf,7d6b38e1-5341-4e13-9286-32d06102caaf"
